,date1,country,cases
16272,2/27/20,Namibia,0
16273,2/28/20,Namibia,0
16274,2/29/20,Namibia,0
16275,3/1/20,Namibia,0
16276,3/2/20,Namibia,0
16277,3/3/20,Namibia,0
16278,3/4/20,Namibia,0
16279,3/5/20,Namibia,0
16280,3/6/20,Namibia,0
16281,3/7/20,Namibia,0
16282,3/8/20,Namibia,0
16283,3/9/20,Namibia,0
16284,3/10/20,Namibia,0
16285,3/11/20,Namibia,0
16286,3/12/20,Namibia,0
16287,3/13/20,Namibia,0
16288,3/14/20,Namibia,2
16289,3/15/20,Namibia,2
16290,3/16/20,Namibia,2
16291,3/17/20,Namibia,2
16292,3/18/20,Namibia,2
16293,3/19/20,Namibia,3
16294,3/20/20,Namibia,3
16295,3/21/20,Namibia,3
16296,3/22/20,Namibia,3
16297,3/23/20,Namibia,4
16298,3/24/20,Namibia,7
16299,3/25/20,Namibia,7
16300,3/26/20,Namibia,8
16301,3/27/20,Namibia,8
16302,3/28/20,Namibia,8
16303,3/29/20,Namibia,11
16304,3/30/20,Namibia,11
16305,3/31/20,Namibia,11
16306,4/1/20,Namibia,14
16307,4/2/20,Namibia,14
16308,4/3/20,Namibia,14
16309,4/4/20,Namibia,14
16310,4/5/20,Namibia,16
16311,4/6/20,Namibia,16
16312,4/7/20,Namibia,16
16313,4/8/20,Namibia,16
16314,4/9/20,Namibia,16
16315,4/10/20,Namibia,16
16316,4/11/20,Namibia,16
16317,4/12/20,Namibia,16
16318,4/13/20,Namibia,16
16319,4/14/20,Namibia,16
16320,4/15/20,Namibia,16
16321,4/16/20,Namibia,16
16322,4/17/20,Namibia,16
16323,4/18/20,Namibia,16
16324,4/19/20,Namibia,16
16325,4/20/20,Namibia,16
16326,4/21/20,Namibia,16
16327,4/22/20,Namibia,16
16328,4/23/20,Namibia,16
16329,4/24/20,Namibia,16
16330,4/25/20,Namibia,16
16331,4/26/20,Namibia,16
16332,4/27/20,Namibia,16
16333,4/28/20,Namibia,16
16334,4/29/20,Namibia,16
16335,1/22/20,Nepal,0
16336,1/23/20,Nepal,0
16337,1/24/20,Nepal,0
16338,1/25/20,Nepal,1
16339,1/26/20,Nepal,1
16340,1/27/20,Nepal,1
16341,1/28/20,Nepal,1
16342,1/29/20,Nepal,1
16343,1/30/20,Nepal,1
16344,1/31/20,Nepal,1
16345,2/1/20,Nepal,1
16346,2/2/20,Nepal,1
16347,2/3/20,Nepal,1
16348,2/4/20,Nepal,1
16349,2/5/20,Nepal,1
16350,2/6/20,Nepal,1
16351,2/7/20,Nepal,1
16352,2/8/20,Nepal,1
16353,2/9/20,Nepal,1
16354,2/10/20,Nepal,1
16355,2/11/20,Nepal,1
16356,2/12/20,Nepal,1
16357,2/13/20,Nepal,1
16358,2/14/20,Nepal,1
16359,2/15/20,Nepal,1
16360,2/16/20,Nepal,1
16361,2/17/20,Nepal,1
16362,2/18/20,Nepal,1
16363,2/19/20,Nepal,1
16364,2/20/20,Nepal,1
16365,2/21/20,Nepal,1
16366,2/22/20,Nepal,1
16367,2/23/20,Nepal,1
16368,2/24/20,Nepal,1
16369,2/25/20,Nepal,1
16370,2/26/20,Nepal,1
16371,2/27/20,Nepal,1
16372,2/28/20,Nepal,1
16373,2/29/20,Nepal,1
16374,3/1/20,Nepal,1
16375,3/2/20,Nepal,1
16376,3/3/20,Nepal,1
16377,3/4/20,Nepal,1
16378,3/5/20,Nepal,1
16379,3/6/20,Nepal,1
16380,3/7/20,Nepal,1
16381,3/8/20,Nepal,1
16382,3/9/20,Nepal,1
16383,3/10/20,Nepal,1
16384,3/11/20,Nepal,1
16385,3/12/20,Nepal,1
16386,3/13/20,Nepal,1
16387,3/14/20,Nepal,1
16388,3/15/20,Nepal,1
16389,3/16/20,Nepal,1
16390,3/17/20,Nepal,1
16391,3/18/20,Nepal,1
16392,3/19/20,Nepal,1
16393,3/20/20,Nepal,1
16394,3/21/20,Nepal,1
16395,3/22/20,Nepal,1
16396,3/23/20,Nepal,2
16397,3/24/20,Nepal,2
16398,3/25/20,Nepal,3
16399,3/26/20,Nepal,3
16400,3/27/20,Nepal,4
16401,3/28/20,Nepal,5
16402,3/29/20,Nepal,5
16403,3/30/20,Nepal,5
16404,3/31/20,Nepal,5
16405,4/1/20,Nepal,5
16406,4/2/20,Nepal,6
16407,4/3/20,Nepal,6
16408,4/4/20,Nepal,9
16409,4/5/20,Nepal,9
16410,4/6/20,Nepal,9
16411,4/7/20,Nepal,9
16412,4/8/20,Nepal,9
16413,4/9/20,Nepal,9
16414,4/10/20,Nepal,9
16415,4/11/20,Nepal,9
16416,4/12/20,Nepal,12
16417,4/13/20,Nepal,14
16418,4/14/20,Nepal,16
16419,4/15/20,Nepal,16
16420,4/16/20,Nepal,16
16421,4/17/20,Nepal,30
16422,4/18/20,Nepal,31
16423,4/19/20,Nepal,31
16424,4/20/20,Nepal,31
16425,4/21/20,Nepal,43
16426,4/22/20,Nepal,45
16427,4/23/20,Nepal,48
16428,4/24/20,Nepal,49
16429,4/25/20,Nepal,49
16430,4/26/20,Nepal,52
16431,4/27/20,Nepal,52
16432,4/28/20,Nepal,54
16433,4/29/20,Nepal,57
16434,1/22/20,Netherlands,0
16435,1/23/20,Netherlands,0
16436,1/24/20,Netherlands,0
16437,1/25/20,Netherlands,0
16438,1/26/20,Netherlands,0
16439,1/27/20,Netherlands,0
16440,1/28/20,Netherlands,0
16441,1/29/20,Netherlands,0
16442,1/30/20,Netherlands,0
16443,1/31/20,Netherlands,0
16444,2/1/20,Netherlands,0
16445,2/2/20,Netherlands,0
16446,2/3/20,Netherlands,0
16447,2/4/20,Netherlands,0
16448,2/5/20,Netherlands,0
16449,2/6/20,Netherlands,0
16450,2/7/20,Netherlands,0
16451,2/8/20,Netherlands,0
16452,2/9/20,Netherlands,0
16453,2/10/20,Netherlands,0
16454,2/11/20,Netherlands,0
16455,2/12/20,Netherlands,0
16456,2/13/20,Netherlands,0
16457,2/14/20,Netherlands,0
16458,2/15/20,Netherlands,0
16459,2/16/20,Netherlands,0
16460,2/17/20,Netherlands,0
16461,2/18/20,Netherlands,0
16462,2/19/20,Netherlands,0
16463,2/20/20,Netherlands,0
16464,2/21/20,Netherlands,0
16465,2/22/20,Netherlands,0
16466,2/23/20,Netherlands,0
16467,2/24/20,Netherlands,0
16468,2/25/20,Netherlands,0
16469,2/26/20,Netherlands,0
16470,2/27/20,Netherlands,0
16471,2/28/20,Netherlands,0
16472,2/29/20,Netherlands,0
16473,3/1/20,Netherlands,0
16474,3/2/20,Netherlands,0
16475,3/3/20,Netherlands,0
16476,3/4/20,Netherlands,0
16477,3/5/20,Netherlands,0
16478,3/6/20,Netherlands,0
16479,3/7/20,Netherlands,0
16480,3/8/20,Netherlands,0
16481,3/9/20,Netherlands,0
16482,3/10/20,Netherlands,0
16483,3/11/20,Netherlands,0
16484,3/12/20,Netherlands,0
16485,3/13/20,Netherlands,2
16486,3/14/20,Netherlands,2
16487,3/15/20,Netherlands,2
16488,3/16/20,Netherlands,2
16489,3/17/20,Netherlands,3
16490,3/18/20,Netherlands,4
16491,3/19/20,Netherlands,4
16492,3/20/20,Netherlands,5
16493,3/21/20,Netherlands,5
16494,3/22/20,Netherlands,9
16495,3/23/20,Netherlands,9
16496,3/24/20,Netherlands,12
16497,3/25/20,Netherlands,17
16498,3/26/20,Netherlands,28
16499,3/27/20,Netherlands,33
16500,3/28/20,Netherlands,46
16501,3/29/20,Netherlands,50
16502,3/30/20,Netherlands,50
16503,3/31/20,Netherlands,55
16504,4/1/20,Netherlands,55
16505,4/2/20,Netherlands,60
16506,4/3/20,Netherlands,62
16507,4/4/20,Netherlands,64
16508,4/5/20,Netherlands,64
16509,4/6/20,Netherlands,71
16510,4/7/20,Netherlands,74
16511,4/8/20,Netherlands,77
16512,4/9/20,Netherlands,82
16513,4/10/20,Netherlands,86
16514,4/11/20,Netherlands,92
16515,4/12/20,Netherlands,92
16516,4/13/20,Netherlands,92
16517,4/14/20,Netherlands,92
16518,4/15/20,Netherlands,93
16519,4/16/20,Netherlands,95
16520,4/17/20,Netherlands,96
16521,4/18/20,Netherlands,96
16522,4/19/20,Netherlands,97
16523,4/20/20,Netherlands,97
16524,4/21/20,Netherlands,97
16525,4/22/20,Netherlands,100
16526,4/23/20,Netherlands,100
16527,4/24/20,Netherlands,100
16528,4/25/20,Netherlands,100
16529,4/26/20,Netherlands,100
16530,4/27/20,Netherlands,100
16531,4/28/20,Netherlands,100
16532,4/29/20,Netherlands,100
16533,1/22/20,Netherlands,0
16534,1/23/20,Netherlands,0
16535,1/24/20,Netherlands,0
16536,1/25/20,Netherlands,0
16537,1/26/20,Netherlands,0
16538,1/27/20,Netherlands,0
16539,1/28/20,Netherlands,0
16540,1/29/20,Netherlands,0
16541,1/30/20,Netherlands,0
16542,1/31/20,Netherlands,0
16543,2/1/20,Netherlands,0
16544,2/2/20,Netherlands,0
16545,2/3/20,Netherlands,0
16546,2/4/20,Netherlands,0
16547,2/5/20,Netherlands,0
16548,2/6/20,Netherlands,0
16549,2/7/20,Netherlands,0
16550,2/8/20,Netherlands,0
16551,2/9/20,Netherlands,0
16552,2/10/20,Netherlands,0
16553,2/11/20,Netherlands,0
16554,2/12/20,Netherlands,0
16555,2/13/20,Netherlands,0
16556,2/14/20,Netherlands,0
16557,2/15/20,Netherlands,0
16558,2/16/20,Netherlands,0
16559,2/17/20,Netherlands,0
16560,2/18/20,Netherlands,0
16561,2/19/20,Netherlands,0
16562,2/20/20,Netherlands,0
16563,2/21/20,Netherlands,0
16564,2/22/20,Netherlands,0
16565,2/23/20,Netherlands,0
16566,2/24/20,Netherlands,0
16567,2/25/20,Netherlands,0
16568,2/26/20,Netherlands,0
16569,2/27/20,Netherlands,0
16570,2/28/20,Netherlands,0
16571,2/29/20,Netherlands,0
16572,3/1/20,Netherlands,0
16573,3/2/20,Netherlands,0
16574,3/3/20,Netherlands,0
16575,3/4/20,Netherlands,0
16576,3/5/20,Netherlands,0
16577,3/6/20,Netherlands,0
16578,3/7/20,Netherlands,0
16579,3/8/20,Netherlands,0
16580,3/9/20,Netherlands,0
16581,3/10/20,Netherlands,0
16582,3/11/20,Netherlands,0
16583,3/12/20,Netherlands,0
16584,3/13/20,Netherlands,0
16585,3/14/20,Netherlands,1
16586,3/15/20,Netherlands,1
16587,3/16/20,Netherlands,1
16588,3/17/20,Netherlands,3
16589,3/18/20,Netherlands,3
16590,3/19/20,Netherlands,3
16591,3/20/20,Netherlands,3
16592,3/21/20,Netherlands,3
16593,3/22/20,Netherlands,3
16594,3/23/20,Netherlands,4
16595,3/24/20,Netherlands,6
16596,3/25/20,Netherlands,6
16597,3/26/20,Netherlands,6
16598,3/27/20,Netherlands,8
16599,3/28/20,Netherlands,8
16600,3/29/20,Netherlands,8
16601,3/30/20,Netherlands,11
16602,3/31/20,Netherlands,11
16603,4/1/20,Netherlands,11
16604,4/2/20,Netherlands,11
16605,4/3/20,Netherlands,11
16606,4/4/20,Netherlands,11
16607,4/5/20,Netherlands,11
16608,4/6/20,Netherlands,13
16609,4/7/20,Netherlands,13
16610,4/8/20,Netherlands,14
16611,4/9/20,Netherlands,14
16612,4/10/20,Netherlands,14
16613,4/11/20,Netherlands,14
16614,4/12/20,Netherlands,14
16615,4/13/20,Netherlands,14
16616,4/14/20,Netherlands,14
16617,4/15/20,Netherlands,14
16618,4/16/20,Netherlands,14
16619,4/17/20,Netherlands,14
16620,4/18/20,Netherlands,14
16621,4/19/20,Netherlands,14
16622,4/20/20,Netherlands,14
16623,4/21/20,Netherlands,14
16624,4/22/20,Netherlands,14
16625,4/23/20,Netherlands,14
16626,4/24/20,Netherlands,16
16627,4/25/20,Netherlands,16
16628,4/26/20,Netherlands,16
16629,4/27/20,Netherlands,16
16630,4/28/20,Netherlands,16
16631,4/29/20,Netherlands,16
16632,1/22/20,Netherlands,0
16633,1/23/20,Netherlands,0
16634,1/24/20,Netherlands,0
16635,1/25/20,Netherlands,0
16636,1/26/20,Netherlands,0
16637,1/27/20,Netherlands,0
16638,1/28/20,Netherlands,0
16639,1/29/20,Netherlands,0
16640,1/30/20,Netherlands,0
16641,1/31/20,Netherlands,0
16642,2/1/20,Netherlands,0
16643,2/2/20,Netherlands,0
16644,2/3/20,Netherlands,0
16645,2/4/20,Netherlands,0
16646,2/5/20,Netherlands,0
16647,2/6/20,Netherlands,0
16648,2/7/20,Netherlands,0
16649,2/8/20,Netherlands,0
16650,2/9/20,Netherlands,0
16651,2/10/20,Netherlands,0
16652,2/11/20,Netherlands,0
16653,2/12/20,Netherlands,0
16654,2/13/20,Netherlands,0
16655,2/14/20,Netherlands,0
16656,2/15/20,Netherlands,0
16657,2/16/20,Netherlands,0
16658,2/17/20,Netherlands,0
16659,2/18/20,Netherlands,0
16660,2/19/20,Netherlands,0
16661,2/20/20,Netherlands,0
16662,2/21/20,Netherlands,0
16663,2/22/20,Netherlands,0
16664,2/23/20,Netherlands,0
16665,2/24/20,Netherlands,0
16666,2/25/20,Netherlands,0
16667,2/26/20,Netherlands,0
16668,2/27/20,Netherlands,0
16669,2/28/20,Netherlands,0
16670,2/29/20,Netherlands,0
16671,3/1/20,Netherlands,0
16672,3/2/20,Netherlands,0
16673,3/3/20,Netherlands,0
16674,3/4/20,Netherlands,0
16675,3/5/20,Netherlands,0
16676,3/6/20,Netherlands,0
16677,3/7/20,Netherlands,0
16678,3/8/20,Netherlands,0
16679,3/9/20,Netherlands,0
16680,3/10/20,Netherlands,0
16681,3/11/20,Netherlands,0
16682,3/12/20,Netherlands,0
16683,3/13/20,Netherlands,0
16684,3/14/20,Netherlands,0
16685,3/15/20,Netherlands,0
16686,3/16/20,Netherlands,0
16687,3/17/20,Netherlands,0
16688,3/18/20,Netherlands,0
16689,3/19/20,Netherlands,0
16690,3/20/20,Netherlands,1
16691,3/21/20,Netherlands,1
16692,3/22/20,Netherlands,1
16693,3/23/20,Netherlands,2
16694,3/24/20,Netherlands,2
16695,3/25/20,Netherlands,3
16696,3/26/20,Netherlands,3
16697,3/27/20,Netherlands,3
16698,3/28/20,Netherlands,3
16699,3/29/20,Netherlands,6
16700,3/30/20,Netherlands,6
16701,3/31/20,Netherlands,6
16702,4/1/20,Netherlands,16
16703,4/2/20,Netherlands,18
16704,4/3/20,Netherlands,23
16705,4/4/20,Netherlands,23
16706,4/5/20,Netherlands,25
16707,4/6/20,Netherlands,37
16708,4/7/20,Netherlands,40
16709,4/8/20,Netherlands,40
16710,4/9/20,Netherlands,43
16711,4/10/20,Netherlands,50
16712,4/11/20,Netherlands,50
16713,4/12/20,Netherlands,50
16714,4/13/20,Netherlands,50
16715,4/14/20,Netherlands,52
16716,4/15/20,Netherlands,53
16717,4/16/20,Netherlands,57
16718,4/17/20,Netherlands,57
16719,4/18/20,Netherlands,64
16720,4/19/20,Netherlands,67
16721,4/20/20,Netherlands,67
16722,4/21/20,Netherlands,67
16723,4/22/20,Netherlands,71
16724,4/23/20,Netherlands,73
16725,4/24/20,Netherlands,73
16726,4/25/20,Netherlands,73
16727,4/26/20,Netherlands,74
16728,4/27/20,Netherlands,74
16729,4/28/20,Netherlands,75
16730,4/29/20,Netherlands,75
16731,1/22/20,Netherlands,0
16732,1/23/20,Netherlands,0
16733,1/24/20,Netherlands,0
16734,1/25/20,Netherlands,0
16735,1/26/20,Netherlands,0
16736,1/27/20,Netherlands,0
16737,1/28/20,Netherlands,0
16738,1/29/20,Netherlands,0
16739,1/30/20,Netherlands,0
16740,1/31/20,Netherlands,0
16741,2/1/20,Netherlands,0
16742,2/2/20,Netherlands,0
16743,2/3/20,Netherlands,0
16744,2/4/20,Netherlands,0
16745,2/5/20,Netherlands,0
16746,2/6/20,Netherlands,0
16747,2/7/20,Netherlands,0
16748,2/8/20,Netherlands,0
16749,2/9/20,Netherlands,0
16750,2/10/20,Netherlands,0
16751,2/11/20,Netherlands,0
16752,2/12/20,Netherlands,0
16753,2/13/20,Netherlands,0
16754,2/14/20,Netherlands,0
16755,2/15/20,Netherlands,0
16756,2/16/20,Netherlands,0
16757,2/17/20,Netherlands,0
16758,2/18/20,Netherlands,0
16759,2/19/20,Netherlands,0
16760,2/20/20,Netherlands,0
16761,2/21/20,Netherlands,0
16762,2/22/20,Netherlands,0
16763,2/23/20,Netherlands,0
16764,2/24/20,Netherlands,0
16765,2/25/20,Netherlands,0
16766,2/26/20,Netherlands,0
16767,2/27/20,Netherlands,1
16768,2/28/20,Netherlands,1
16769,2/29/20,Netherlands,6
16770,3/1/20,Netherlands,10
16771,3/2/20,Netherlands,18
16772,3/3/20,Netherlands,24
16773,3/4/20,Netherlands,38
16774,3/5/20,Netherlands,82
16775,3/6/20,Netherlands,128
16776,3/7/20,Netherlands,188
16777,3/8/20,Netherlands,265
16778,3/9/20,Netherlands,321
16779,3/10/20,Netherlands,382
16780,3/11/20,Netherlands,503
16781,3/12/20,Netherlands,503
16782,3/13/20,Netherlands,804
16783,3/14/20,Netherlands,959
16784,3/15/20,Netherlands,1135
16785,3/16/20,Netherlands,1413
16786,3/17/20,Netherlands,1705
16787,3/18/20,Netherlands,2051
16788,3/19/20,Netherlands,2460
16789,3/20/20,Netherlands,2994
16790,3/21/20,Netherlands,3631
16791,3/22/20,Netherlands,4204
16792,3/23/20,Netherlands,4749
16793,3/24/20,Netherlands,5560
16794,3/25/20,Netherlands,6412
16795,3/26/20,Netherlands,7431
16796,3/27/20,Netherlands,8603
16797,3/28/20,Netherlands,9762
16798,3/29/20,Netherlands,10866
16799,3/30/20,Netherlands,11750
16800,3/31/20,Netherlands,12595
16801,4/1/20,Netherlands,13614
16802,4/2/20,Netherlands,14697
16803,4/3/20,Netherlands,15723
16804,4/4/20,Netherlands,16627
16805,4/5/20,Netherlands,17851
16806,4/6/20,Netherlands,18803
16807,4/7/20,Netherlands,19580
16808,4/8/20,Netherlands,20549
16809,4/9/20,Netherlands,21762
16810,4/10/20,Netherlands,23097
16811,4/11/20,Netherlands,24413
16812,4/12/20,Netherlands,25587
16813,4/13/20,Netherlands,26551
16814,4/14/20,Netherlands,27419
16815,4/15/20,Netherlands,28153
16816,4/16/20,Netherlands,29214
16817,4/17/20,Netherlands,30449
16818,4/18/20,Netherlands,31589
16819,4/19/20,Netherlands,32655
16820,4/20/20,Netherlands,33405
16821,4/21/20,Netherlands,34134
16822,4/22/20,Netherlands,34842
16823,4/23/20,Netherlands,35729
16824,4/24/20,Netherlands,36535
16825,4/25/20,Netherlands,37190
16826,4/26/20,Netherlands,37845
16827,4/27/20,Netherlands,38245
16828,4/28/20,Netherlands,38416
16829,4/29/20,Netherlands,38802
16830,1/22/20,New Zealand,0
16831,1/23/20,New Zealand,0
16832,1/24/20,New Zealand,0
16833,1/25/20,New Zealand,0
16834,1/26/20,New Zealand,0
16835,1/27/20,New Zealand,0
16836,1/28/20,New Zealand,0
16837,1/29/20,New Zealand,0
16838,1/30/20,New Zealand,0
16839,1/31/20,New Zealand,0
16840,2/1/20,New Zealand,0
16841,2/2/20,New Zealand,0
16842,2/3/20,New Zealand,0
16843,2/4/20,New Zealand,0
16844,2/5/20,New Zealand,0
16845,2/6/20,New Zealand,0
16846,2/7/20,New Zealand,0
16847,2/8/20,New Zealand,0
16848,2/9/20,New Zealand,0
16849,2/10/20,New Zealand,0
16850,2/11/20,New Zealand,0
16851,2/12/20,New Zealand,0
16852,2/13/20,New Zealand,0
16853,2/14/20,New Zealand,0
16854,2/15/20,New Zealand,0
16855,2/16/20,New Zealand,0
16856,2/17/20,New Zealand,0
16857,2/18/20,New Zealand,0
16858,2/19/20,New Zealand,0
16859,2/20/20,New Zealand,0
16860,2/21/20,New Zealand,0
16861,2/22/20,New Zealand,0
16862,2/23/20,New Zealand,0
16863,2/24/20,New Zealand,0
16864,2/25/20,New Zealand,0
16865,2/26/20,New Zealand,0
16866,2/27/20,New Zealand,0
16867,2/28/20,New Zealand,1
16868,2/29/20,New Zealand,1
16869,3/1/20,New Zealand,1
16870,3/2/20,New Zealand,1
16871,3/3/20,New Zealand,1
16872,3/4/20,New Zealand,3
16873,3/5/20,New Zealand,3
16874,3/6/20,New Zealand,4
16875,3/7/20,New Zealand,5
16876,3/8/20,New Zealand,5
16877,3/9/20,New Zealand,5
16878,3/10/20,New Zealand,5
16879,3/11/20,New Zealand,5
16880,3/12/20,New Zealand,5
16881,3/13/20,New Zealand,5
16882,3/14/20,New Zealand,6
16883,3/15/20,New Zealand,8
16884,3/16/20,New Zealand,8
16885,3/17/20,New Zealand,12
16886,3/18/20,New Zealand,20
16887,3/19/20,New Zealand,28
16888,3/20/20,New Zealand,39
16889,3/21/20,New Zealand,52
16890,3/22/20,New Zealand,102
16891,3/23/20,New Zealand,102
16892,3/24/20,New Zealand,155
16893,3/25/20,New Zealand,205
16894,3/26/20,New Zealand,283
16895,3/27/20,New Zealand,368
16896,3/28/20,New Zealand,451
16897,3/29/20,New Zealand,514
16898,3/30/20,New Zealand,589
16899,3/31/20,New Zealand,647
16900,4/1/20,New Zealand,708
16901,4/2/20,New Zealand,797
16902,4/3/20,New Zealand,868
16903,4/4/20,New Zealand,950
16904,4/5/20,New Zealand,1039
16905,4/6/20,New Zealand,1106
16906,4/7/20,New Zealand,1160
16907,4/8/20,New Zealand,1210
16908,4/9/20,New Zealand,1239
16909,4/10/20,New Zealand,1283
16910,4/11/20,New Zealand,1312
16911,4/12/20,New Zealand,1330
16912,4/13/20,New Zealand,1349
16913,4/14/20,New Zealand,1366
16914,4/15/20,New Zealand,1386
16915,4/16/20,New Zealand,1401
16916,4/17/20,New Zealand,1409
16917,4/18/20,New Zealand,1422
16918,4/19/20,New Zealand,1431
16919,4/20/20,New Zealand,1440
16920,4/21/20,New Zealand,1445
16921,4/22/20,New Zealand,1451
16922,4/23/20,New Zealand,1456
16923,4/24/20,New Zealand,1461
16924,4/25/20,New Zealand,1470
16925,4/26/20,New Zealand,1469
16926,4/27/20,New Zealand,1472
16927,4/28/20,New Zealand,1474
16928,4/29/20,New Zealand,1476
16929,1/22/20,Nicaragua,0
16930,1/23/20,Nicaragua,0
16931,1/24/20,Nicaragua,0
16932,1/25/20,Nicaragua,0
16933,1/26/20,Nicaragua,0
16934,1/27/20,Nicaragua,0
16935,1/28/20,Nicaragua,0
16936,1/29/20,Nicaragua,0
16937,1/30/20,Nicaragua,0
16938,1/31/20,Nicaragua,0
16939,2/1/20,Nicaragua,0
16940,2/2/20,Nicaragua,0
16941,2/3/20,Nicaragua,0
16942,2/4/20,Nicaragua,0
16943,2/5/20,Nicaragua,0
16944,2/6/20,Nicaragua,0
16945,2/7/20,Nicaragua,0
16946,2/8/20,Nicaragua,0
16947,2/9/20,Nicaragua,0
16948,2/10/20,Nicaragua,0
16949,2/11/20,Nicaragua,0
16950,2/12/20,Nicaragua,0
16951,2/13/20,Nicaragua,0
16952,2/14/20,Nicaragua,0
16953,2/15/20,Nicaragua,0
16954,2/16/20,Nicaragua,0
16955,2/17/20,Nicaragua,0
16956,2/18/20,Nicaragua,0
16957,2/19/20,Nicaragua,0
16958,2/20/20,Nicaragua,0
16959,2/21/20,Nicaragua,0
16960,2/22/20,Nicaragua,0
16961,2/23/20,Nicaragua,0
16962,2/24/20,Nicaragua,0
16963,2/25/20,Nicaragua,0
16964,2/26/20,Nicaragua,0
16965,2/27/20,Nicaragua,0
16966,2/28/20,Nicaragua,0
16967,2/29/20,Nicaragua,0
16968,3/1/20,Nicaragua,0
16969,3/2/20,Nicaragua,0
16970,3/3/20,Nicaragua,0
16971,3/4/20,Nicaragua,0
16972,3/5/20,Nicaragua,0
16973,3/6/20,Nicaragua,0
16974,3/7/20,Nicaragua,0
16975,3/8/20,Nicaragua,0
16976,3/9/20,Nicaragua,0
16977,3/10/20,Nicaragua,0
16978,3/11/20,Nicaragua,0
16979,3/12/20,Nicaragua,0
16980,3/13/20,Nicaragua,0
16981,3/14/20,Nicaragua,0
16982,3/15/20,Nicaragua,0
16983,3/16/20,Nicaragua,0
16984,3/17/20,Nicaragua,0
16985,3/18/20,Nicaragua,0
16986,3/19/20,Nicaragua,1
16987,3/20/20,Nicaragua,1
16988,3/21/20,Nicaragua,2
16989,3/22/20,Nicaragua,2
16990,3/23/20,Nicaragua,2
16991,3/24/20,Nicaragua,2
16992,3/25/20,Nicaragua,2
16993,3/26/20,Nicaragua,2
16994,3/27/20,Nicaragua,2
16995,3/28/20,Nicaragua,4
16996,3/29/20,Nicaragua,4
16997,3/30/20,Nicaragua,4
16998,3/31/20,Nicaragua,5
16999,4/1/20,Nicaragua,5
17000,4/2/20,Nicaragua,5
17001,4/3/20,Nicaragua,5
17002,4/4/20,Nicaragua,5
17003,4/5/20,Nicaragua,6
17004,4/6/20,Nicaragua,6
17005,4/7/20,Nicaragua,6
17006,4/8/20,Nicaragua,6
17007,4/9/20,Nicaragua,7
17008,4/10/20,Nicaragua,7
17009,4/11/20,Nicaragua,8
17010,4/12/20,Nicaragua,9
17011,4/13/20,Nicaragua,9
17012,4/14/20,Nicaragua,9
17013,4/15/20,Nicaragua,9
17014,4/16/20,Nicaragua,9
17015,4/17/20,Nicaragua,9
17016,4/18/20,Nicaragua,9
17017,4/19/20,Nicaragua,10
17018,4/20/20,Nicaragua,10
17019,4/21/20,Nicaragua,10
17020,4/22/20,Nicaragua,10
17021,4/23/20,Nicaragua,11
17022,4/24/20,Nicaragua,11
17023,4/25/20,Nicaragua,12
17024,4/26/20,Nicaragua,13
17025,4/27/20,Nicaragua,13
17026,4/28/20,Nicaragua,13
17027,4/29/20,Nicaragua,13
17028,1/22/20,Niger,0
17029,1/23/20,Niger,0
17030,1/24/20,Niger,0
17031,1/25/20,Niger,0
17032,1/26/20,Niger,0
17033,1/27/20,Niger,0
17034,1/28/20,Niger,0
17035,1/29/20,Niger,0
17036,1/30/20,Niger,0
17037,1/31/20,Niger,0
17038,2/1/20,Niger,0
17039,2/2/20,Niger,0
17040,2/3/20,Niger,0
17041,2/4/20,Niger,0
17042,2/5/20,Niger,0
17043,2/6/20,Niger,0
17044,2/7/20,Niger,0
17045,2/8/20,Niger,0
17046,2/9/20,Niger,0
17047,2/10/20,Niger,0
17048,2/11/20,Niger,0
17049,2/12/20,Niger,0
17050,2/13/20,Niger,0
17051,2/14/20,Niger,0
17052,2/15/20,Niger,0
17053,2/16/20,Niger,0
17054,2/17/20,Niger,0
17055,2/18/20,Niger,0
17056,2/19/20,Niger,0
17057,2/20/20,Niger,0
17058,2/21/20,Niger,0
17059,2/22/20,Niger,0
17060,2/23/20,Niger,0
17061,2/24/20,Niger,0
17062,2/25/20,Niger,0
17063,2/26/20,Niger,0
17064,2/27/20,Niger,0
17065,2/28/20,Niger,0
17066,2/29/20,Niger,0
17067,3/1/20,Niger,0
17068,3/2/20,Niger,0
17069,3/3/20,Niger,0
17070,3/4/20,Niger,0
17071,3/5/20,Niger,0
17072,3/6/20,Niger,0
17073,3/7/20,Niger,0
17074,3/8/20,Niger,0
17075,3/9/20,Niger,0
17076,3/10/20,Niger,0
17077,3/11/20,Niger,0
17078,3/12/20,Niger,0
17079,3/13/20,Niger,0
17080,3/14/20,Niger,0
17081,3/15/20,Niger,0
17082,3/16/20,Niger,0
17083,3/17/20,Niger,0
17084,3/18/20,Niger,0
17085,3/19/20,Niger,0
17086,3/20/20,Niger,1
17087,3/21/20,Niger,1
17088,3/22/20,Niger,2
17089,3/23/20,Niger,3
17090,3/24/20,Niger,3
17091,3/25/20,Niger,7
17092,3/26/20,Niger,10
17093,3/27/20,Niger,10
17094,3/28/20,Niger,10
17095,3/29/20,Niger,18
17096,3/30/20,Niger,27
17097,3/31/20,Niger,27
17098,4/1/20,Niger,74
17099,4/2/20,Niger,98
17100,4/3/20,Niger,120
17101,4/4/20,Niger,144
17102,4/5/20,Niger,184
